,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1043,QQUrzXBF3,harambe,racist word for a dark complected person,Western lowland gorilla at Cincinnati Zoo and Botanical Gardens,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2016-10-14 11:39:06,2016-10-14 11:39:06
1044,WUfybm3zW,Hunyock,A Hungarian-Polish person.,,False,,98.0,eng,,Hunyak,,True,False,False,False,False,False,False,2,0,0,2016-07-23 18:28:28,2016-07-23 18:28:28
1045,pQD9xKQtz,moss eater,Pacific Northwest term for poor or disenfrancised white people.,,False,,99.0,eng,,,,False,True,False,False,False,False,False,4,3,0,2016-07-20 02:55:36,2016-07-20 02:55:36
1046,YzXF9Ej4n,proddywoddy,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,False,,78.0,eng,,prod,,False,False,True,False,False,False,False,2,0,0,2016-07-18 15:25:10,2016-07-18 15:25:10
1047,9V6y8HHZJ,divvy,An idiot,,False,,79.0,eng,,div,,False,False,False,False,False,False,True,0,0,0,2016-07-04 19:56:35,2016-07-04 19:56:35
1048,U4fxFrBAT,div,An idiot,,False,,77.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2016-07-04 19:55:13,2016-07-04 19:55:13
1049,eCMffg9Xm,spickaboo,A person of mixed Hispanic and black parentage.,,False,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2016-04-11 07:37:22,2016-04-11 07:37:22
1050,GXG9K2qKn,chinig,A person of mixed black and Chinese parentage.,,False,,96.0,eng,,,,True,True,False,False,False,False,False,14,4,0,2016-03-08 09:52:26,2016-03-08 09:52:26
1051,Dydjc2JcK,ZOG lover,Used by white supremacists to denote one who is subservient to Jewish people.,,False,,96.0,eng,,,,False,True,False,False,False,False,False,3,0,0,2016-01-20 20:38:06,2016-01-20 20:38:06
1052,JY4WagqD6,sideways cooter,"An Asian woman, particularly of Chinese descent.",,False,,88.0,eng,,sideways vagina,,True,True,False,False,False,False,False,1,0,0,2015-08-01 00:16:00,2015-08-01 00:16:00
1053,QZKqk2JnN,kotiya,A Tamil.,,False,,83.0,eng,,tiger,,False,True,False,False,False,False,False,1,1,0,2015-07-26 12:05:33,2015-07-26 12:05:33
1054,EgUAMHz2w,gook eye,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,97.0,eng,,gook,,False,True,False,False,False,False,False,5,1,0,2015-05-07 04:21:08,2015-05-07 04:21:08
1055,DRG6AYKm4,jigarooni,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,6,4,0,2015-04-17 23:34:58,2015-04-17 23:34:58
1056,R3J6XyxEG,smoked Irish,A 19th century term for a black person (intended to insult both black people and Irish).,,False,,73.0,eng,,,,True,True,False,False,False,False,False,2,0,0,2015-01-07 19:32:49,2015-01-07 19:32:49
1057,Jfxevwd2u,oven dodger,"A Jew, alluding to one who escaped cremation during Holocaust.",,False,,66.0,eng,,,,False,True,True,False,False,False,False,105,42,0,2014-12-07 17:57:50,2014-12-07 17:57:50
1058,a4CApWHBT,Russellite ,"A Jehovah's Witness, from American religious leader Charles Taze Russell.",,False,,94.0,eng,,,,False,False,True,False,False,False,False,1,1,0,2014-08-25 06:35:18,2014-08-25 06:35:18
1059,kG7gwRpBc,ghetto hamster,A black child.,,False,,82.0,eng,,,,False,True,False,False,False,False,False,10,2,0,2014-08-17 04:25:03,2014-08-17 04:25:03
1060,NbvDbTb3Z,roofucker,"Literally, kangaroo-fucker, an Australian iteration on 'sheepfucker'.",,False,,89.0,eng,,,,True,True,False,False,False,False,False,15,1,0,2014-07-18 07:24:31,2014-07-18 07:24:31
1061,8fupmNRmZ,ikey mo,A Jewish person (from Isaac and Moses).,,False,,85.0,eng,,ikey,,False,True,False,False,False,False,False,1,1,0,2014-06-25 16:15:03,2014-06-25 16:15:03
1062,Gpp2Z7DN2,plastic paddy,A non-Irish person who claims to be Irish.,,False,GB,90.0,eng,,,,True,True,False,False,False,False,False,2825,507,2,2014-06-17 21:26:09,2014-06-17 21:26:09
1063,fnC3FKn7r,paddy,"A person of Irish descent, derived from a nickname for Padraig.",,False,,98.0,eng,,,,True,True,False,False,False,False,False,163,49,1,2014-06-17 21:25:58,2014-06-17 21:25:58
1064,vj4TCk376,gin jockey,"In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.",,False,,71.0,eng,,,,False,True,False,False,False,False,False,4,4,0,2014-06-01 00:19:24,2014-06-01 00:19:24
1065,r3QU7vNR7,Honyock,A Hungarian-Polish person.,,False,,77.0,eng,,Hunyak,,True,False,False,False,False,False,False,6,3,0,2014-05-08 13:33:14,2014-05-08 13:33:14
1066,FAwR2b4xm,zigabo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,73.0,eng,,jigaboo,,False,True,False,False,False,False,False,10,1,0,2014-05-03 15:18:11,2014-05-03 15:18:11
1067,kXZG3ZMqX,smoked Irishman,A 19th century term for a black person (intended to insult both black people and Irish).,,False,,92.0,eng,,smoked Irish,,True,True,False,False,False,False,False,0,0,0,2014-04-08 16:10:55,2014-04-08 16:10:55
1068,ta3cjeJmr,dyke jumper,A person of Dutch origin.,,False,,45.0,eng,,,,True,False,False,False,False,False,False,25,10,0,2014-04-05 19:00:27,2014-04-05 19:00:27
1069,PkhMVy69W,border nigger,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,98.0,eng,,wetback,,False,True,False,False,False,False,False,8,0,0,2014-03-23 09:01:35,2014-03-23 09:01:35
1070,cHwjAcAf6,Amo,An Amish person.,,False,,35.0,eng,,,,False,False,True,False,False,False,False,3,3,0,2014-03-13 01:59:53,2014-03-13 01:59:53
1071,2aTb9dCfF,cave nigger,A person of Middle Eastern descent,,False,,96.0,eng,,,,False,True,False,False,False,False,True,12,0,0,2014-02-24 21:01:20,2014-02-24 21:01:20
1072,wFFv6e7d9,Caublasian,"A person of mixed Caucasian, African and Asian heritage",,False,,54.0,eng,,,,False,True,False,False,False,False,False,20,15,0,2014-02-24 20:58:24,2014-02-24 20:58:24
1073,7Cwp9vXYE,carrot snapper,"A Mormon, presumably inspired by agriculture in Utah",,False,,72.0,eng,,,,False,False,True,False,False,False,True,5,2,0,2014-02-24 20:55:13,2014-02-24 20:55:13
1074,e2A4jZJq6,camel fucker,[1] An Arab. [2] A Muslim.,,False,,84.0,eng,,,,True,True,True,False,False,False,False,836,163,3,2014-02-24 20:32:12,2014-02-24 20:32:12
1075,Z6bX3dxNb,ice monkey,A Finn.,,False,,73.0,eng,,,,True,False,False,False,False,False,False,27,24,0,2014-02-21 17:08:53,2014-02-21 17:08:53
1076,Fv4Q9zmr2,butterhead,[1] A person of African descent. [2] WWII slur for a Japanese person.,,False,,75.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2014-02-19 02:40:16,2014-02-19 02:40:16
1077,x49Z8gpau,buk buk,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,61.0,eng,,book book,,True,True,False,False,False,False,False,0,0,0,2014-02-14 21:23:54,2014-02-14 21:23:54
1078,Gnun2WBaR,buckra,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",,False,,65.0,eng,,,,False,True,False,False,False,False,False,113,65,1,2014-02-14 21:21:06,2014-02-14 21:21:06
1079,q7XVjPcEp,brass ankle,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2014-02-14 21:13:46,2014-02-14 21:13:46
1080,9hr7TWZuN,boon,"Canberra word for white trash or redneck, sometimes shortened to boon",A windfall or beneficial event,False,,75.0,eng,,booner,,True,False,False,False,False,False,True,0,0,0,2014-02-11 15:51:58,2014-02-11 15:51:58
1081,BmC7cnPFN,booner,"Canberra word for white trash or redneck, sometimes shortened to boon",,False,AU,75.0,eng,,,,True,False,False,False,False,False,True,280,56,0,2014-02-11 15:50:44,2014-02-11 15:50:44
1082,mcnd9Ej6w,slopehead,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,83.0,eng,,slope,,False,True,False,False,False,False,False,46,17,0,2014-02-05 03:22:58,2014-02-05 03:22:58
1083,axGdw9THv,dune nigger,A person of Arab descent.,,True,,100.0,eng,,sand nigger,,False,True,False,False,False,False,False,10,0,0,2014-01-24 15:00:33,2014-01-24 15:00:33
1084,aDM98r7Nc,nitchee,A North American Indian (from the Algonquian word for 'friend').,,False,,76.0,eng,,nitchie,,False,True,False,False,False,False,False,2,0,0,2014-01-10 19:52:02,2014-01-10 19:52:02
1085,6Y8rKvc4B,zippohead,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,False,,97.0,eng,,zip,,False,True,False,False,False,False,False,0,0,0,2013-12-25 08:34:04,2013-12-25 08:34:04
1086,nbApK7hqq,bog jumper,A person of common or low class Irish ancestry.,,False,,48.0,eng,,Bog Irish,,True,False,False,False,False,False,True,14,12,0,2013-12-10 21:17:18,2013-12-10 21:17:18
1087,rUE7pYvwm,bog hopper,A person of common or low class Irish ancestry.,,False,,66.0,eng,,Bog Irish,,True,False,False,False,False,False,True,13,4,0,2013-12-10 21:17:01,2013-12-10 21:17:01
1088,Y3Hv6ATNU,dole bludger,[1] A shiftless or unemployed person. [2] A pimp.,,False,,95.0,eng,,bludger,,False,False,False,False,False,False,True,1983,453,2,2013-12-10 21:06:20,2013-12-10 21:06:20
1089,MmurkRN3x,bludger,[1] A shiftless or unemployed person. [2] A pimp.,,False,,13.0,eng,,,,False,False,False,False,False,False,True,941,171,1,2013-12-10 21:05:52,2013-12-10 21:05:52
1090,KugTyE3Y2,blaxican,A person of mixed Mexican and African ancestry,,False,,40.0,eng,,,,True,True,False,False,False,False,False,81,14,1,2013-12-10 20:59:14,2013-12-10 20:59:14
1091,f73TYUNZn,bix nood,An African-American,,False,,,eng,,,,False,True,False,False,False,False,False,198,54,0,2013-12-10 20:53:07,2013-12-10 20:53:07
1092,v6aUwuURh,fog nigger,A black person of British nationality.,,True,,99.0,eng,,,,True,True,False,False,False,False,False,2,0,0,2013-12-06 00:20:45,2013-12-06 00:20:45
1093,B89nqaD3e,beaner shnitzel,Offspring of a hispanic parent and a German parent,,False,,90.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-12-05 20:51:48,2013-12-05 20:51:48
1094,d4FWwf3pb,bean dipper,A non-hispanic person who dates hispanic women,,False,,50.0,eng,,,,False,True,False,False,False,False,False,7,1,0,2013-12-05 20:49:13,2013-12-05 20:49:13
1095,Kz3RDCQq6,beach nigger,An overly tanned Caucasian,,False,,81.0,eng,,,,False,True,False,False,False,False,False,16,2,0,2013-12-05 20:19:46,2013-12-05 20:19:46
1096,7tX9k9H3P,banjo lips,An African-American,,False,,89.0,eng,,,,False,True,False,False,False,False,False,18,0,0,2013-12-05 19:55:35,2013-12-05 19:55:35
1097,kjv4g6zZb,banana lander,An Australian from Queensland,,False,,24.0,eng,,banana bender,,True,False,False,False,False,False,False,0,0,0,2013-12-05 19:46:49,2013-12-05 19:46:49
1098,v8PtC3nAY,banana bender,An Australian from Queensland,,False,,25.0,eng,,,,True,False,False,False,False,False,False,116,103,0,2013-12-05 19:46:29,2013-12-05 19:46:29
1099,zFwwWQdN7,Buddhahead,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,,False,,71.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-12-04 20:08:31,2013-12-04 20:08:31
1100,fT2w36jvk,mackerel snapper ,A Roman Catholic. The term originated in the U.S. in the 1850s and refers to the custom of Friday abstinence.,,False,,64.0,eng,,,,False,False,True,False,False,False,False,5,3,0,2013-11-19 04:52:24,2013-11-19 04:52:24
1101,8G9VZVy7h,camel jacker,Person of Middle Eastern descent.,,False,,90.0,eng,,camel jockey,,False,True,False,False,False,False,False,2,0,0,2013-11-19 01:32:39,2013-11-19 01:32:39
1102,z6ynRhbpV,Hunyak,A Hungarian-Polish person.,,False,,72.0,eng,,,,True,False,False,False,False,False,False,23,6,0,2013-11-10 15:47:23,2013-11-10 15:47:23
1103,YnW8ZyDJ3,wiggerette,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,False,,99.0,eng,,white nigger,,True,True,False,False,False,False,False,4,1,0,2013-11-05 05:04:01,2013-11-05 05:04:01
1104,4fMNfKcKR,pohm,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,76.0,eng,,pom,,True,False,False,False,False,False,False,12,5,1,2013-11-04 20:50:48,2013-11-04 20:50:48
1105,8bgeXrctQ,semihole,"A Native American, from the Seminole tribe.",,False,,91.0,eng,,,,False,True,False,False,False,False,False,6,0,0,2013-11-03 00:48:19,2013-11-03 00:48:19
1106,6epPY7BQG,Armo,A person of Armenian descent.,,False,,51.0,eng,,,,False,True,False,False,False,False,False,4,2,0,2013-11-02 00:28:53,2013-11-02 00:28:53
1107,pY2yvmNA9,chink a billy,A rural person of Chinese descent.,,False,,99.0,eng,,,,True,True,False,False,False,False,True,0,0,0,2013-10-27 22:31:26,2013-10-27 22:31:26
1108,AVDVnG884,Chinese wetback,"A Filipino, particularly having a Mexican and Chinese heritage.",,False,,99.0,eng,,,,True,True,False,False,False,False,False,2,0,0,2013-10-22 23:35:56,2013-10-22 23:35:56
1109,MKbtnF74F,tinkard,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,1,0,0,2013-10-21 19:10:26,2013-10-21 19:10:26
1110,8G94xy6pQ,lubra,An Australian Aboriginal woman.,,False,,92.0,eng,,,,False,False,False,False,False,False,False,28,15,0,2013-10-19 03:26:09,2013-10-19 03:26:09
1111,GgKgN7TbY,eh hole,A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.,,False,,47.0,eng,,,,True,False,False,False,False,False,False,13,0,0,2013-10-15 10:53:10,2013-10-15 10:53:10
1112,qYwaax64w,cab nigger,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",,True,,87.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-10-08 18:26:34,2013-10-08 18:26:34
1113,Yyu4a4v6g,Jim Fish,A black person.,,False,,88.0,eng,,,,False,True,False,False,False,False,False,11,5,0,2013-10-08 16:42:58,2013-10-08 16:42:58
1114,8qv2E6zgM,cow kisser,"A person of Indian descent, from the worship of cows.",,False,,83.0,eng,,,,True,True,False,False,False,False,False,16,10,0,2013-10-07 11:13:57,2013-10-07 11:13:57
1115,g4JeAPdVq,mockie,A Jewish person (first used in the 1930s).,,False,,72.0,eng,,mocky,,False,True,False,False,False,False,False,7,1,0,2013-09-25 16:57:21,2013-09-25 16:57:21
1116,kDKpCVGq9,dogun,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",,False,,86.0,eng,,dogan,,True,False,True,False,False,False,False,36,30,0,2013-09-25 14:49:55,2013-09-25 14:49:55
1117,4PPAGbhrV,bong,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",A device for ingesting marijuana,False,,92.0,eng,,boong,,False,True,False,False,False,False,False,0,0,0,2013-09-18 15:28:13,2013-09-18 15:28:13
